--------------------------------------------------
价格峰值分析分析周期(天):90
日期	距上次峰值交易日个数		距上次峰值自然日个数		局部高点/低点	浮动幅度%:	
1991/05/17	102	149	104.96	5.0	
1992/05/26	260	375	1429.01	1261.5	
1992/11/17	123	175	386.85	-72.9	
1993/02/16	62	91	1558.95	303.0	
1993/03/25	27	37	913.74	-41.4	
1993/07/27	88	124	777.73	-14.9	
1993/12/08	95	134	1044.85	34.3	
1994/07/29	161	233	325.89	-68.8	
1994/09/13	32	46	1052.94	223.1	
1995/02/07	97	147	524.43	-50.2	
1995/05/22	73	104	926.41	76.7	
1995/09/12	81	113	792.54	-14.5	
1996/01/19	90	129	512.83	-35.3	
1996/09/13	159	238	752.68	46.8	
1996/12/11	60	89	1258.68	67.2	
1996/12/25	10	14	855.84	-32.0	
1997/05/12	85	138	1510.17	76.5	
1997/07/08	39	57	1066.04	-29.4	
1997/09/11	47	65	1264.48	18.6	
1997/09/23	8	12	1025.13	-18.9	
1998/01/13	75	112	1110.08	8.3	
1998/06/04	91	142	1422.97	28.2	
1998/08/18	53	75	1043.02	-26.7	
1998/11/17	63	91	1300.15	24.7	
1999/02/08	58	83	1064.17	-18.2	
1999/05/17	56	98	1047.83	-1.5	
1999/06/30	32	44	1756.18	67.6	
1999/09/10	52	72	1695.64	-3.4	
1999/12/27	70	108	1341.05	-20.9	
2000/08/22	154	239	2114.52	57.7	
2000/09/25	24	34	1874.21	-11.4	
2001/01/08	69	105	2131.98	13.8	
2001/02/22	23	45	1893.78	-11.2	
2001/06/14	75	112	2245.43	18.6	
2001/10/22	87	130	1514.86	-32.5	
2002/01/29	68	99	1339.2	-11.6	
2002/03/21	27	51	1693.87	26.5	
2002/06/06	50	77	1455.31	-14.1	
2002/06/25	13	19	1748.89	20.2	
2003/01/06	132	195	1311.68	-25.0	
2003/04/16	65	100	1649.6	25.8	
2003/11/13	139	211	1307.4	-20.7	
2004/04/07	95	146	1783.01	36.4	
2004/09/13	108	159	1259.43	-29.4	
2004/09/24	9	11	1496.21	18.8	
2005/02/25	97	154	1328.53	-11.2	
2005/06/06	66	101	998.23	-24.9	
2005/09/20	76	106	1223.56	22.6	
2005/10/28	23	38	1067.41	-12.8	
2006/07/05	164	250	1757.47	64.6	
2007/10/16	311	468	6124.04	248.5	
2008/10/28	253	378	1664.93	-72.8	
2009/08/04	189	280	3478.01	108.9	
2009/09/01	20	28	2639.76	-24.1	
2009/11/24	54	84	3361.39	27.3	
2010/02/03	50	71	2890.02	-14.0	
2010/04/15	45	71	3181.66	10.1	
2010/07/02	52	78	2319.74	-27.1	
2010/11/11	86	132	3186.72	37.4	
2011/01/25	52	75	2661.45	-16.5	
2011/04/18	52	83	3067.46	15.3	
2012/01/06	179	263	2132.63	-30.5	
2012/02/27	31	52	2478.38	16.2	
2012/03/29	23	31	2242.35	-9.5	
2012/12/04	167	250	1949.46	-13.1	
2013/02/18	46	76	2444.8	25.4	
2013/06/25	83	127	1849.65	-24.3	
2013/09/12	57	79	2270.27	22.7	
2013/12/04	52	83	2260.87	-0.4	
2014/03/12	64	98	1974.38	-12.7	
2015/06/12	308	457	5178.19	162.3	
2015/08/26	52	75	2850.71	-44.9	
2015/12/23	78	119	3684.57	29.3	
2016/01/27	24	35	2638.3	-28.4	
2016/04/13	49	77	3097.16	17.4	
2016/05/26	30	43	2780.76	-10.2	
2016/08/16	56	82	3140.44	12.9	
2016/10/28	47	73	3104.27	-1.2
