--------------------------------------------------
价格峰值分析分析周期(天):30
日期	距上次峰值交易日个数		距上次峰值自然日个数		局部高点/低点	浮动幅度%:	
1991/01/14	16	26	135.19	35.2	
1991/02/06	17	23	128.06	-5.3	
1991/02/22	10	16	134.87	5.3	
1991/05/17	59	84	104.96	-22.2	
1991/07/01	31	45	138.62	32.1	
1991/09/17	56	78	191.18	37.9	
1991/10/03	10	16	179.8	-6.0	
1992/05/26	163	236	1429.01	694.8	
1992/07/06	29	41	1215.24	-15.0	
1992/08/12	27	37	627.36	-48.4	
1992/09/08	19	27	595.42	-5.1	
1992/11/17	48	70	386.85	-35.0	
1992/12/04	13	17	841.02	117.4	
1993/02/16	49	74	1558.95	85.4	
1993/03/25	27	37	913.74	-41.4	
1993/04/29	25	35	1392.62	52.4	
1993/06/01	23	33	859.48	-38.3	
1993/07/27	40	56	777.73	-9.5	
1993/08/17	15	21	1042.47	34.0	
1993/10/07	36	51	934.4	-10.4	
1993/10/25	12	18	774.54	-17.1	
1993/12/08	32	44	1044.85	34.9	
1993/12/20	8	12	750.46	-28.2	
1994/01/11	16	22	907.09	20.9	
1994/03/10	37	58	694.03	-23.5	
1994/03/17	5	7	807.52	16.4	
1994/04/21	25	35	536.34	-33.6	
1994/07/29	70	99	325.89	-39.2	
1994/09/13	32	46	1052.94	223.1	
1994/10/07	16	24	546.79	-48.1	
1994/12/12	46	66	620.47	13.5	
1994/12/23	9	11	695.22	12.0	
1995/02/07	26	46	524.43	-24.6	
1995/03/08	21	29	639.01	21.8	
1995/04/10	23	33	681.15	6.6	
1995/04/27	13	17	547.21	-19.7	
1995/05/22	16	25	926.41	69.3	
1995/07/04	31	43	610.33	-34.1	
1995/08/14	29	41	788.16	29.1	
1995/08/31	13	17	711.11	-9.8	
1995/09/12	8	12	792.54	11.5	
1995/10/13	21	31	693.86	-12.5	
1995/10/25	8	12	765.48	10.3	
1996/01/19	61	86	512.83	-33.0	
1996/03/05	22	46	606.51	18.3	
1996/03/29	18	24	549.71	-9.4	
1996/04/29	21	31	739.1	34.5	
1996/05/24	18	25	630.52	-14.7	
1996/08/12	56	80	894.85	41.9	
1996/09/13	24	32	752.68	-15.9	
1996/10/29	29	46	1038.81	38.0	
1996/11/06	6	8	896.87	-13.7	
1996/12/11	25	35	1258.68	40.3	
1996/12/25	10	14	855.84	-32.0	
1997/02/20	30	57	870.18	1.7	
1997/05/12	55	81	1510.17	73.5	
1997/07/08	39	57	1066.04	-29.4	
1997/09/11	47	65	1264.48	18.6	
1997/09/23	8	12	1025.13	-18.9	
1997/10/28	22	35	1241.83	21.1	
1997/11/25	20	28	1114.13	-10.3	
1998/01/13	33	49	1110.08	-0.4	
1998/02/09	9	27	1262.62	13.7	
1998/03/12	23	31	1175.55	-6.9	
1998/06/04	59	84	1422.97	21.0	
1998/08/18	53	75	1043.02	-26.7	
1998/09/17	22	30	1264.39	21.2	
1998/10/16	19	29	1263.71	-0.1	
1998/10/22	4	6	1191.55	-5.7	
1998/11/17	18	26	1300.15	9.1	
1999/01/05	34	49	1104.5	-15.0	
1999/02/08	24	34	1064.17	-3.7	
1999/04/09	31	60	1210.1	13.7	
1999/05/17	25	38	1047.83	-13.4	
1999/06/30	32	44	1756.18	67.6	
1999/07/20	14	20	1471.5	-16.2	
1999/08/05	12	16	1658.69	12.7	
1999/08/16	7	11	1546.83	-6.7	
1999/09/10	19	25	1695.64	9.6	
1999/12/27	70	108	1341.05	-20.9	
2000/02/17	26	52	1770.88	32.1	
2000/04/21	46	64	1858.26	4.9	
2000/05/15	11	24	1695.53	-8.8	
2000/08/22	71	99	2114.52	24.7	
2000/09/25	24	34	1874.21	-11.4	
2000/11/23	38	59	2125.72	13.4	
2000/12/18	17	25	2024.28	-4.8	
2001/01/08	14	21	2131.98	5.3	
2001/02/22	23	45	1893.78	-11.2	
2001/06/14	75	112	2245.43	18.6	
2001/06/18	2	4	2157.12	-3.9	
2001/10/22	85	126	1514.86	-29.8	
2002/01/29	68	99	1339.2	-11.6	
2002/03/21	27	51	1693.87	26.5	
2002/04/02	8	12	1575.97	-7.0	
2002/06/06	42	65	1455.31	-7.7	
2002/06/25	13	19	1748.89	20.2	
2002/08/16	38	52	1624.05	-7.1	
2002/08/22	4	6	1696.28	4.4	
2002/11/08	50	78	1573.1	-7.3	
2002/11/27	13	19	1353.14	-14.0	
2002/12/23	18	26	1439.85	6.4	
2003/01/06	9	14	1311.68	-8.9	
2003/03/04	34	57	1529.75	16.6	
2003/03/27	17	23	1447.01	-5.4	
2003/04/16	14	20	1649.6	14.0	
2003/04/28	8	12	1473.27	-10.7	
2003/06/03	19	36	1582.41	7.4	
2003/07/02	21	29	1477.87	-6.6	
2003/07/17	11	15	1540.19	4.2	
2003/09/30	53	75	1348.22	-12.5	
2003/11/04	20	35	1412.91	4.8	
2003/11/13	7	9	1307.4	-7.5	
2004/02/23	63	102	1730.28	32.3	
2004/02/26	3	3	1628.84	-5.9	
2004/04/07	29	41	1783.01	9.5	
2004/06/29	54	83	1376.22	-22.8	
2004/09/13	54	76	1259.43	-8.5	
2004/09/24	9	11	1496.21	18.8	
2004/10/26	17	32	1289.87	-13.8	
2004/11/22	19	27	1387.34	7.6	
2005/02/01	50	71	1187.26	-14.4	
2005/02/25	11	24	1328.53	11.9	
2005/03/31	24	34	1162.03	-12.5	
2005/04/13	9	13	1254.32	7.9	
2005/06/06	33	54	998.23	-20.4	
2005/06/09	3	3	1146.42	14.8	
2005/07/12	23	33	1004.08	-12.4	
2005/09/20	50	70	1223.56	21.9	
2005/10/28	23	38	1067.41	-12.8	
2005/11/21	16	24	1122.88	5.2	
2005/12/06	11	15	1074.01	-4.4	
2006/03/01	52	85	1308.2	21.8	
2006/03/08	5	7	1238.16	-5.4	
2006/06/02	57	86	1695.58	36.9	
2006/06/14	8	12	1512.52	-10.8	
2006/07/05	15	21	1757.47	16.2	
2006/08/07	23	33	1541.41	-12.3	
2007/01/24	114	170	2994.28	94.3	
2007/02/06	9	13	2541.52	-15.1	
2007/02/27	10	21	3049.77	20.0	
2007/05/29	60	91	4335.96	42.2	
2007/06/05	5	7	3404.15	-21.5	
