--------------------------------------------------
价格峰值分析分析周期(天):5
日期	距上次峰值交易日个数		距上次峰值自然日个数		局部高点/低点	浮动幅度%:	
1991/01/14	16	26	135.19	35.2	
1991/01/17	3	3	133.65	-1.1	
1991/02/06	14	20	128.06	-4.2	
1991/02/22	10	16	134.87	5.3	
1991/04/01	26	38	119.68	-11.3	
1991/04/04	3	3	122.2	2.1	
1991/04/05	1	1	121.03	-1.0	
1991/04/26	15	21	116.31	-3.9	
1991/04/26	0	0	114.52	-1.5	
1991/05/17	14	21	104.96	-8.3	
1991/05/22	3	5	109.82	4.6	
1991/05/23	1	1	107.35	-2.2	
1991/06/14	16	22	126.34	17.7	
1991/06/17	1	3	123.54	-2.2	
1991/07/01	10	14	138.62	12.2	
1991/07/05	4	4	137.68	-0.7	
1991/07/15	6	10	131.87	-4.2	
1991/07/19	4	4	138.54	5.1	
1991/09/10	37	53	190.98	37.9	
1991/09/13	3	3	185.01	-3.1	
1991/09/17	2	4	191.18	3.3	
1991/10/03	10	16	179.8	-6.0	
1992/02/24	98	144	361.62	101.1	
1992/03/12	13	17	377.57	4.4	
1992/03/18	4	6	378.32	0.2	
1992/03/19	1	1	376.21	-0.6	
1992/03/24	3	5	379.5	0.9	
1992/03/26	2	2	377.64	-0.5	
1992/03/31	3	5	382.06	1.2	
1992/04/09	7	9	382.88	0.2	
1992/04/10	1	1	381.2	-0.4	
1992/04/21	7	11	421.55	10.6	
1992/04/23	2	2	394.6	-6.4	
1992/05/04	6	11	456.24	15.6	
1992/05/26	16	22	1429.01	213.2	
1992/05/27	1	1	823.36	-42.4	
1992/06/03	5	7	1033.47	25.5	
1992/06/05	2	2	1143.07	10.6	
1992/06/09	2	4	1079.65	-5.5	
1992/06/10	1	1	1206.51	11.8	
1992/06/15	3	5	1152.69	-4.5	
1992/06/17	2	2	1186.59	2.9	
1992/06/18	1	1	1158.32	-2.4	
1992/06/22	2	4	1180.21	1.9	
1992/06/24	2	2	1144.46	-3.0	
1992/06/26	2	2	1207.82	5.5	
1992/07/01	3	5	1215.13	0.6	
1992/07/06	3	5	1215.24	0.0	
1992/07/13	5	7	1198.9	-1.3	
1992/07/15	2	2	1100.16	-8.2	
1992/07/16	1	1	1214.83	10.4	
1992/07/23	5	7	961.61	-20.8	
1992/07/24	1	1	1178.9	22.6	
1992/08/06	9	13	983.22	-16.6	
1992/08/12	4	6	627.36	-36.2	
1992/08/18	4	6	999.69	59.3	
1992/08/26	6	8	827.36	-17.2	
1992/09/03	6	8	742.74	-10.2	
1992/09/07	2	4	788.15	6.1	
1992/09/08	1	1	595.42	-24.5	
1992/09/14	4	6	793.36	33.2	
1992/09/15	1	1	694.32	-12.5	
1992/09/17	2	2	779.56	12.3	
1992/09/18	1	1	715.89	-8.2	
