--------------------------------------------------
价格峰值分析分析周期(天):250
日期	距上次峰值交易日个数		距上次峰值自然日个数		局部高点/低点	浮动幅度%:	
1992/05/26	362	524	1429.01	1329.0	
1992/11/17	123	175	386.85	-72.9	
1993/02/16	62	91	1558.95	303.0	
1993/12/08	210	295	1044.85	-33.0	
1994/07/29	161	233	325.89	-68.8	
1994/09/13	32	46	1052.94	223.1	
1995/05/22	170	251	926.41	-12.0	
1996/01/19	171	242	512.83	-44.6	
1997/05/12	314	479	1510.17	194.5	
1997/09/23	94	134	1025.13	-32.1	
1998/06/04	166	254	1422.97	38.8	
1998/08/18	53	75	1043.02	-26.7	
1999/05/17	177	272	1047.83	0.5	
1999/06/30	32	44	1756.18	67.6	
1999/12/27	122	180	1341.05	-23.6	
2001/06/14	345	535	2245.43	67.4	
2002/01/29	155	229	1339.2	-40.4	
2003/01/06	222	342	1311.68	-2.1	
2003/04/16	65	100	1649.6	25.8	
2003/11/13	139	211	1307.4	-20.7	
2004/04/07	95	146	1783.01	36.4	
2005/06/06	280	425	998.23	-44.0	
2007/10/16	574	862	6124.04	513.5	
2008/10/28	253	378	1664.93	-72.8	
2009/08/04	189	280	3478.01	108.9	
2010/07/02	221	332	2319.74	-33.3	
2010/11/11	86	132	3186.72	37.4	
2012/01/06	283	421	2132.63	-33.1	
2012/12/04	221	333	1949.46	-8.6	
2013/02/18	46	76	2444.8	25.4	
2013/06/25	83	127	1849.65	-24.3	
2014/03/12	173	260	1974.38	6.7	
2015/06/12	308	457	5178.19	162.3	
2016/01/27	154	229	2638.3	-49.0	
2016/11/29	203	307	3301.21	25.1	
2017/04/24	97	146	3129.53	-5.2
