--------------------------------------------------
价格峰值分析分析周期(天):60
日期	距上次峰值交易日个数		距上次峰值自然日个数		局部高点/低点	浮动幅度%:	
1991/05/17	102	149	104.96	5.0	
1992/05/26	260	375	1429.01	1261.5	
1992/11/17	123	175	386.85	-72.9	
1993/02/16	62	91	1558.95	303.0	
1993/03/25	27	37	913.74	-41.4	
1993/04/29	25	35	1392.62	52.4	
1993/07/27	63	89	777.73	-44.2	
1993/08/17	15	21	1042.47	34.0	
1993/10/25	48	69	774.54	-25.7	
1993/12/08	32	44	1044.85	34.9	
1993/12/20	8	12	750.46	-28.2	
1994/04/21	83	122	536.34	-28.5	
1994/07/29	70	99	325.89	-39.2	
1994/09/13	32	46	1052.94	223.1	
1994/10/07	16	24	546.79	-48.1	
1995/02/07	81	123	524.43	-4.1	
1995/04/27	57	79	547.21	4.3	
1995/05/22	16	25	926.41	69.3	
1995/07/04	31	43	610.33	-34.1	
1995/09/12	50	70	792.54	29.9	
1996/01/19	90	129	512.83	-35.3	
1996/03/05	22	46	606.51	18.3	
1996/08/12	113	160	894.85	47.5	
1996/09/13	24	32	752.68	-15.9	
1996/12/11	60	89	1258.68	67.2	
1996/12/25	10	14	855.84	-32.0	
1997/05/12	85	138	1510.17	76.5	
1997/07/08	39	57	1066.04	-29.4	
1997/09/11	47	65	1264.48	18.6	
1997/09/23	8	12	1025.13	-18.9	
1998/01/13	75	112	1110.08	8.3	
1998/02/09	9	27	1262.62	13.7	
1998/03/12	23	31	1175.55	-6.9	
1998/06/04	59	84	1422.97	21.0	
1998/08/18	53	75	1043.02	-26.7	
1998/11/17	63	91	1300.15	24.7	
1999/02/08	58	83	1064.17	-18.2	
1999/04/09	31	60	1210.1	13.7	
1999/05/17	25	38	1047.83	-13.4	
1999/06/30	32	44	1756.18	67.6	
1999/09/10	52	72	1695.64	-3.4	
1999/12/27	70	108	1341.05	-20.9	
2000/05/15	83	140	1695.53	26.4	
2000/08/22	71	99	2114.52	24.7	
2000/09/25	24	34	1874.21	-11.4	
2001/01/08	69	105	2131.98	13.8	
2001/02/22	23	45	1893.78	-11.2	
2001/06/14	75	112	2245.43	18.6	
2001/10/22	87	130	1514.86	-32.5	
2002/01/29	68	99	1339.2	-11.6	
2002/03/21	27	51	1693.87	26.5	
2002/06/06	50	77	1455.31	-14.1	
2002/06/25	13	19	1748.89	20.2	
2003/01/06	132	195	1311.68	-25.0	
2003/03/27	51	80	1447.01	10.3	
2003/04/16	14	20	1649.6	14.0	
2003/11/13	139	211	1307.4	-20.7	
2004/04/07	95	146	1783.01	36.4	
2004/09/13	108	159	1259.43	-29.4	
2004/09/24	9	11	1496.21	18.8	
2005/02/01	86	130	1187.26	-20.6	
2005/02/25	11	24	1328.53	11.9	
2005/06/06	66	101	998.23	-24.9	
2005/09/20	76	106	1223.56	22.6	
2005/10/28	23	38	1067.41	-12.8	
2006/07/05	164	250	1757.47	64.6	
2006/08/07	23	33	1541.41	-12.3	
2007/05/29	193	295	4335.96	181.3	
2007/10/16	95	140	6124.04	41.2	
2007/11/28	31	43	4778.73	-22.0	
2008/01/14	31	47	5522.78	15.6	
2008/04/22	65	99	2990.79	-45.8	
2008/10/28	126	189	1664.93	-44.3	
2008/12/09	30	42	2100.81	26.2	
2008/12/31	16	22	1814.75	-13.6	
2009/02/17	27	48	2402.81	32.4	
2009/08/04	116	168	3478.01	44.7	
2009/09/01	20	28	2639.76	-24.1	
2009/11/24	54	84	3361.39	27.3	
2010/02/03	50	71	2890.02	-14.0	
2010/04/15	45	71	3181.66	10.1	
2010/07/02	52	78	2319.74	-27.1	
2010/11/11	86	132	3186.72	37.4	
2011/01/25	52	75	2661.45	-16.5	
2011/04/18	52	83	3067.46	15.3	
2011/06/20	43	63	2610.99	-14.9	
2011/07/18	20	28	2826.96	8.3	
2011/10/24	64	98	2307.15	-18.4	
2011/11/04	9	11	2536.78	10.0	
2012/01/06	43	63	2132.63	-15.9	
2012/02/27	31	52	2478.38	16.2	
2012/03/29	23	31	2242.35	-9.5	
2012/05/04	21	36	2453.73	9.4	
2012/09/26	102	145	1999.48	-18.5	
2012/12/04	44	69	1949.46	-2.5	
2013/02/18	46	76	2444.8	25.4	
2013/05/29	67	100	2334.33	-4.5	
2013/06/25	16	27	1849.65	-20.8	
2013/09/12	57	79	2270.27	22.7	
2013/12/04	52	83	2260.87	-0.4	
2014/01/20	32	47	1984.82	-12.2	
2014/02/20	18	31	2177.98	9.7	
2014/03/12	14	20	1974.38	-9.3	
2014/04/10	20	29	2146.67	8.7	
2014/05/21	27	41	1991.06	-7.2	
2014/10/27	106	159	2279.84	14.5	
2015/01/23	62	88	3406.79	49.4	
2015/06/12	93	140	5178.19	52.0	
2015/07/09	18	27	3373.54	-34.9	
2015/08/26	34	48	2850.71	-15.5	
2015/12/23	78	119	3684.57	29.3	
2016/01/27	24	35	2638.3	-28.4	
2016/04/13	49	77	3097.16	17.4	
2016/05/26	30	43	2780.76	-10.2	
2016/08/16	56	82	3140.44	12.9	
2016/09/27	28	42	2969.13	-5.5	
2016/10/24	14	27	3137.03	5.7	
2016/10/28	5	4	3104.27	-1.0
